+-----------------------------------------------------------------------------------------------+
| Time of Event | Memory Used |       Partitions State | Total Free Memory | Usable Free Memory |
+-----------------------------------------------------------------------------------------------+
|             0 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
|             0 |          10 |  -1, -1, -1, 1, -1, -1 |                90 |                 90 |
|             1 |          22 |   -1, -1, 2, 1, -1, -1 |                78 |                 75 |
|             2 |          30 |    -1, -1, 2, 1, 3, -1 |                70 |                 67 |
|             3 |          45 |     -1, 4, 2, 1, 3, -1 |                55 |                 42 |
|             4 |          63 |      5, 4, 2, 1, 3, -1 |                37 |                  2 |
|           332 |          53 |     5, 4, 2, -1, 3, -1 |                47 |                 12 |
|           428 |          41 |    5, 4, -1, -1, 3, -1 |                59 |                 27 |
|           850 |          33 |   5, 4, -1, -1, -1, -1 |                67 |                 35 |
|          1010 |          15 |  -1, 4, -1, -1, -1, -1 |                85 |                 75 |
|          1110 |           0 | -1, -1, -1, -1, -1, -1 |               100 |                100 |
+-----------------------------------------------------------------------------------------------+
